SMILES
C(C(=O)O)(C(=O)O)O
C1=CC(=CC(=C1)O)C=O
C1=CC(=CC=C1C(=O)O)O
C1=CC=C(C=C1)C=CC=O
C1=CC(=CC=C1N)O
C(CC(=O)O)CC(=O)O
C1=CC(=CC=C1O)O
C1=CC=C2C(=C1)C(=CN2)CC(=O)O
C1=CC=C2C=CC=CC2=C1
C(=O)(C(=O)O)N
C1=CC(=CC=C1[N+](=O)[O-])O
C1=CC=C(C(=C1)C(=O)O)C(=O)O
C(CCN)CN
C(=O)C(C(=O)O)O
CC1=C(C=CC(=C1)O)Cl
C1=CC2=C(C(=C1)O)N=CC=C2
CC(=O)NC1=CC=C(C=C1)O
COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl
C(CC=O)CC=O
CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
COC1=CC=C(C=C1)C(C2=CC=C(C=C2)OC)C(Cl)(Cl)Cl
C1=CC(=CC=C1O)Cl
CC(=CC1C(C1(C)C)C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C
C1=CC=C(C(=C1)C=O)C=O
C1=CC(=CC=C1C(=O)CBr)O
CC(=CC1C(C1(C)C)C(=O)OCC2=COC(=C2)CC3=CC=CC=C3)C
CCCCSP(=O)(SCCCC)SCCCC
C1=C(C=C(C=C1Cl)Cl)C(=O)O
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O
C1=CC=C2C(=C1)C=CC=C2C=O
C1=CC(=CC=C1C(=O)O)Cl
CC(=O)OO
C(C(=O)O)(Cl)Cl
CCC(C)(C)C1=CC=C(C=C1)O
C1=CC=C2C(=C1)C(=O)NC2=O
C1=CC=C2C(=C1)C=CC=C2C(=O)O
C1=CC=C2C(=C1)C=CC=C2CC(=O)O
C1=CC=C(C(=C1)C(=O)N)C(=O)O
C1=CC=C2C(=C1)C=CC=C2O
C1=CC=C(C=C1)C2=CC=CC=C2O
C1=CC=C(C=C1)C2=CC(=C(C=C2)O)Cl
CCCCOC(=O)COC1=C(C=C(C=C1)Cl)Cl
CC1=CC=CC=C1C
CC1=CC(=C(C=C1)N)C
C(C(CCl)O)O
CC(C)C1=CC=C(C=C1)N
C1=CC(=CC=C1[N+](=O)[O-])Cl
C1=CC(=CC=C1C(=O)O)C(=O)O
CN(C)C(=O)NC1=CC=CC=C1
CC1=CC(=CC=C1)N
C1(=NC(=NC(=N1)N)N)N
COCCO
CCCCCCCCS
CCCCNCCCC
CCCCCCCCCCCCN=C(N)N
C1=CC=C(C(=C1)C(=O)O)Cl
C1=CC=C2C=C(C=CC2=C1)OCC(=O)O
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O
CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N
CCCOC(=O)C1=CN=C(C=C1)C(=O)OCCC
CC(=CCCC(=CC=O)C)C
CCCCSP(SCCCC)SCCCC
C1=CC(=CC(=C1)C(F)(F)F)C(=O)O
C(=O)([O-])[O-].[Na+].[Na+]
C1=CC(=CN=C1)C=O
CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O
C1=CC=C(C(=C1)C(=O)C(=O)O)C(=O)O
CCCCOC(=O)C1=CC(=O)CC(O1)(C)C
CC1=CC=C(C2=CC=CC=C12)C
C1=CC=C2C(=C1)C(=CC=C2O)O
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C
C1=CC(=CC(=C1)O)N
COC1=CC=C(C=C1)C2=CC=CC=C2
CSSC
C1=CC(=CC(=C1)C#N)C#N
C(C(=O)N)F
C1=CC(=CC=C1[N+](=O)[O-])[O-].[Na+]
C1=CC=C(C=C1)OC2=CC=C(C=C2)O
CN(C)C(=O)C(C1=CC=CC=C1)C2=CC=CC=C2
CP(=O)(O)O
CCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
CCCCCCCCCCCCCC[N+](C)(C)C
CC(CO)OC
CC1=C(C=CC(=C1)Cl)O
CC(C)(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O
CN(C)NC(=O)CCC(=O)O
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC
CCCCCCCC(=O)OC1=C(C=C(C=C1Br)C#N)Br
CC1=CC(=C(C(=C1)C(C)(C)C)OC(=O)NC)C(C)(C)C
CCCCC(CC)COC(=O)COC1=CC(=C(C=C1Cl)Cl)Cl
C1=CC(=CC=C1O)OC2=CC=C(C=C2)O
CC1CCCCC1NC(=O)NC2=CC=CC=C2
CC1=C(C(=CC=C1)C)NC(=O)C
CC(=C[C@@H]1[C@H](C1(C)C)C(=O)O)C
CC1=CC(=C(C(=C1)Cl)O)Cl
CCCCCCCCCCCCN=C(N)N.CC(=O)O
CC1=C(C=CC(=C1)O)[N+](=O)[O-]
COC1=CC(=C(C=C1Cl)OC)Cl
CCCCCCCCSCCO
CC(=O)CCC1=CC=C(C=C1)OC(=O)C
C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O
CCC(C)C1=CC=CC=C1OC(=O)NC
CCCCCCCC(=O)OC1=C(C=C(C=C1I)C#N)I
CCC(=O)[O-].CCC(=O)[O-].[Ca+2]
CCOC(=O)CCC(=O)CC1(C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)O
C1=CC=C2C(=C1)C=CC=C2CO
CC1=CCC(CC1)C(=C)C
CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]
COC(=O)C1=C(C(=CC(=C1)Cl)N)Cl
C(CCCCN)CCCN
CC(C)OC(=O)NC1=CC=CC=C1
CCC(C)N
C1CCC(C1)NC(=O)NC2=CC=CC=C2
C1=CC=C(C=C1)OC2=CC=CC(=C2)CO
CN(C)C(=O)NC1=CC=C(C=C1)OC2=CC=C(C=C2)OC
